company_code,avg_daily_high_low_range,avg_daily_volume,avg_trading_capital,instrument_token,tradingsymbol,name,exchange
913,,,,913,JAMNAAUTO,Jamna Auto Industries Limited,NSE
914,,,,914,JASH,Jash Engineering Limited,NSE
915,,,,915,JAYAGROGN,Jayant Agro Organics Limited,NSE
916,,,,916,JAYBARMARU,Jay Bharat Maruti Limited,NSE
917,,,,917,JAYNECOIND,Jayaswal Neco Industries Limited,NSE
918,,,,918,JAYSREETEA,Jayshree Tea & Industries Limited,NSE
919,,,,919,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,NSE
920,,,,920,JBMA,JBM Auto Limited,NSE
921,,,,921,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,NSE
922,,,,922,JETFREIGHT,Jet Freight Logistics Limited,NSE
923,,,,923,JGCHEM,J.G.Chemicals Limited,NSE
924,,,,924,JHS,JHS Svendgaard Laboratories Limited,NSE
925,,,,925,JINDALPHOT,Jindal Photo Limited,NSE
926,,,,926,JINDALPOLY,Jindal Poly Films Limited,NSE
927,,,,927,JINDALSAW,Jindal Saw Limited,NSE
928,,,,928,JINDALSTEL,Jindal Steel & Power Limited,NSE
929,,,,929,JINDRILL,Jindal Drilling And Industries Limited,NSE
930,,,,930,JINDWORLD,Jindal Worldwide Limited,NSE
931,,,,931,JIOFIN,Jio Financial Services Limited,NSE
932,,,,932,JISLDVREQS,Jain Irrigation Systems Limited,NSE
933,,,,933,JISLJALEQS,Jain Irrigation Systems Limited,NSE
934,,,,934,JITFINFRA,JITF Infralogistics Limited,NSE
935,,,,935,JKCEMENT,JK Cement Limited,NSE
936,,,,936,JKIL,J.Kumar Infraprojects Limited,NSE
937,,,,937,JKLAKSHMI,JK Lakshmi Cement Limited,NSE
938,,,,938,JKPAPER,JK Paper Limited,NSE
939,,,,939,JKTYRE,JK Tyre & Industries Limited,NSE
940,,,,940,JLHL,Jupiter Life Line Hospitals Limited,NSE
941,,,,941,JMA,Jullundur Motor Agency (Delhi) Limited,NSE
942,,,,942,JMFINANCIL,JM Financial Limited,NSE
943,,,,943,JNKINDIA,JNK India Limited,NSE
944,,,,944,JOCIL,Jocil Limited,NSE
945,,,,945,JPASSOCIAT,Jaiprakash Associates Limited,NSE
946,,,,946,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,NSE
947,,,,947,JPPOWER,Jaiprakash Power Ventures Limited,NSE
948,,,,948,JSFB,Jana Small Finance Bank Limited,NSE
949,,,,949,JSL,Jindal Stainless Limited,NSE
950,,,,950,JSWENERGY,JSW Energy Limited,NSE
951,,,,951,JSWHL,JSW Holdings Limited,NSE
952,,,,952,JSWINFRA,JSW Infrastructure Limited,NSE
953,,,,953,JSWSTEEL,JSW Steel Limited,NSE
954,,,,954,JTEKTINDIA,Jtekt India Limited,NSE
955,,,,955,JTLIND,JTL INDUSTRIES LIMITED,NSE
956,,,,956,JUBLCPL,Jubilant Agri and Consumer Products Limited,NSE
957,,,,957,JUBLFOOD,Jubilant Foodworks Limited,NSE
958,,,,958,JUBLINGREA,Jubilant Ingrevia Limited,NSE
959,,,,959,JUBLPHARMA,Jubilant Pharmova Limited,NSE
960,,,,960,JUNIPER,Juniper Hotels Limited,NSE
961,,,,961,JUSTDIAL,Just Dial Limited,NSE
962,,,,962,JWL,Jupiter Wagons Limited,NSE
963,,,,963,JYOTHYLAB,Jyothy Labs Limited,NSE
964,,,,964,JYOTICNC,Jyoti CNC Automation Limited,NSE
965,,,,965,JYOTISTRUC,Jyoti Structures Limited,NSE
966,,,,966,KABRAEXTRU,Kabra Extrusion Technik Limited,NSE
967,,,,967,KAJARIACER,Kajaria Ceramics Limited,NSE
968,,,,968,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,NSE
969,,,,969,KALAMANDIR,Sai Silks (Kalamandir) Limited,NSE
970,,,,970,KALYANI,Kalyani Commercials Limited,NSE
971,,,,971,KALYANIFRG,Kalyani Forge Limited,NSE
972,,,,972,KALYANKJIL,Kalyan Jewellers India Limited,NSE
973,,,,973,KAMATHOTEL,Kamat Hotels (I) Limited,NSE
974,,,,974,KAMDHENU,Kamdhenu Limited,NSE
975,,,,975,KAMOPAINTS,Kamdhenu Ventures Limited,NSE
976,,,,976,KANANIIND,Kanani Industries Limited,NSE
977,,,,977,KANORICHEM,Kanoria Chemicals & Industries Limited,NSE
978,,,,978,KANPRPLA,Kanpur Plastipack Limited,NSE
979,,,,979,KANSAINER,Kansai Nerolac Paints Limited,NSE
980,,,,980,KAPSTON,Kapston Services Limited,NSE
981,,,,981,KARMAENG,Karma Energy Limited,NSE
982,,,,982,KARURVYSYA,Karur Vysya Bank Limited,NSE
983,,,,983,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,NSE
984,,,,984,KAVVERITEL,Kavveri Telecom Products Limited,NSE
985,,,,985,KAYA,Kaya Limited,NSE
986,,,,986,KAYNES,Kaynes Technology India Limited,NSE
987,,,,987,KBCGLOBAL,KBC Global Limited,NSE
988,,,,988,KCP,KCP Limited,NSE
989,,,,989,KCPSUGIND,KCP Sugar and Industries Corporation Limited,NSE
990,,,,990,KDDL,KDDL Limited,NSE
991,,,,991,KEC,KEC International Limited,NSE
992,,,,992,KECL,Kirloskar Electric Company Limited,NSE
993,,,,993,KEEPLEARN,DSJ Keep Learning Limited,NSE
994,,,,994,KEI,KEI Industries Limited,NSE
995,,,,995,KELLTONTEC,Kellton Tech Solutions Limited,NSE
996,,,,996,KERNEX,Kernex Microsystems (India) Limited,NSE
997,,,,997,KESORAMIND,Kesoram Industries Limited,NSE
998,,,,998,KEYFINSERV,Keynote Financial Services Limited,NSE
999,,,,999,KFINTECH,Kfin Technologies Limited,NSE
1000,,,,1000,KHADIM,Khadim India Limited,NSE
1001,,,,1001,KHAICHEM,Khaitan Chemicals & Fertilizers Limited,NSE
1002,,,,1002,KHAITANLTD,Khaitan (India) Limited,NSE
1003,,,,1003,KHANDSE,Khandwala Securities Limited,NSE
1004,,,,1004,KICL,Kalyani Investment Company Limited,NSE
1005,,,,1005,KILITCH,Kilitch Drugs (India) Limited,NSE
1006,,,,1006,KIMS,Krishna Institute of Medical Sciences Limited,NSE
1007,,,,1007,KINGFA,Kingfa Science & Technology (India) Limited,NSE
1008,,,,1008,KIOCL,KIOCL Limited,NSE
1009,,,,1009,KIRIINDUS,Kiri Industries Limited,NSE
1010,,,,1010,KIRLOSBROS,Kirloskar Brothers Limited,NSE
1011,,,,1011,KIRLOSENG,Kirloskar Oil Engines Limited,NSE
1012,,,,1012,KIRLOSIND,Kirloskar Industries Limited,NSE
1013,,,,1013,KIRLPNU,Kirloskar Pneumatic Company Limited,NSE
1014,,,,1014,KITEX,Kitex Garments Limited,NSE
1015,,,,1015,KKCL,Kewal Kiran Clothing Limited,NSE
1016,,,,1016,KMEW,Knowledge Marine & Engineering Works Limited,NSE
1017,,,,1017,KMSUGAR,K.M.Sugar Mills Limited,NSE
1018,,,,1018,KNRCON,KNR Constructions Limited,NSE
1019,,,,1019,KOHINOOR,Kohinoor Foods Limited,NSE
1020,,,,1020,KOKUYOCMLN,Kokuyo Camlin Limited,NSE
1021,,,,1021,KOLTEPATIL,Kolte - Patil Developers Limited,NSE
1022,,,,1022,KOPRAN,Kopran Limited,NSE
1023,,,,1023,KOTAKBANK,Kotak Mahindra Bank Limited,NSE
1024,,,,1024,KOTARISUG,Kothari Sugars And Chemicals Limited,NSE
1025,,,,1025,KOTHARIPET,Kothari Petrochemicals Limited,NSE
1026,,,,1026,KOTHARIPRO,Kothari Products Limited,NSE
1027,,,,1027,KPEL,K.P. Energy Limited,NSE
1028,,,,1028,KPIGREEN,KPI Green Energy Limited,NSE
1029,,,,1029,KPIL,Kalpataru Projects International Limited,NSE
1030,,,,1030,KPITTECH,KPIT Technologies Limited,NSE
1031,,,,1031,KPRMILL,K.P.R. Mill Limited,NSE
1032,,,,1032,KRBL,KRBL Limited,NSE
1033,,,,1033,KREBSBIO,Krebs Biochemicals and Industries Limited,NSE
1034,,,,1034,KRIDHANINF,Kridhan Infra Limited,NSE
1035,,,,1035,KRISHANA,Krishana Phoschem Limited,NSE
1036,,,,1036,KRITI,Kriti Industries (India) Limited,NSE
1037,,,,1037,KRITIKA,Kritika Wires Limited,NSE
1038,,,,1038,KRITINUT,Kriti Nutrients Limited,NSE
1039,,,,1039,KRN,KRN Heat Exchanger and Refrigeration Limited,NSE
1040,,,,1040,KRONOX,Kronox Lab Sciences Limited,NSE
1041,,,,1041,KROSS,Kross Limited,NSE
1042,,,,1042,KRSNAA,Krsnaa Diagnostics Limited,NSE
1043,,,,1043,KRYSTAL,Krystal Integrated Services Limited,NSE
1044,,,,1044,KSB,Ksb Limited,NSE
1045,,,,1045,KSCL,Kaveri Seed Company Limited,NSE
1046,,,,1046,KSHITIJPOL,Kshitij Polyline Limited,NSE
1047,,,,1047,KSL,Kalyani Steels Limited,NSE
1048,,,,1048,KSOLVES,Ksolves India Limited,NSE
1049,,,,1049,KTKBANK,The Karnataka Bank Limited,NSE
1050,,,,1050,KUANTUM,Kuantum Papers Limited,NSE
1051,,,,1051,LAGNAM,Lagnam Spintex Limited,NSE
1052,,,,1052,LAKPRE,Lakshmi Precision Screws Limited,NSE
1053,,,,1053,LAL,Lorenzini Apparels Limited,NSE
1054,,,,1054,LALPATHLAB,Dr. Lal Path Labs Ltd.,NSE
1055,,,,1055,LAMBODHARA,Lambodhara Textiles Limited,NSE
1056,,,,1056,LANCORHOL,Lancor Holdings Limited,NSE
1057,,,,1057,LANDMARK,Landmark Cars Limited,NSE
1058,,,,1058,LAOPALA,La Opala RG Limited,NSE
1059,,,,1059,LASA,Lasa Supergenerics Limited,NSE
1060,,,,1060,LATENTVIEW,Latent View Analytics Limited,NSE
1061,,,,1061,LATTEYS,Latteys Industries Limited,NSE
1062,,,,1062,LAURUSLABS,Laurus Labs Limited,NSE
1063,,,,1063,LAXMICOT,Laxmi Cotspin Limited,NSE
1064,,,,1064,LAXMIDENTL,Laxmi Dental Limited,NSE
1065,,,,1065,LCCINFOTEC,LCC Infotech Limited,NSE
1066,,,,1066,LEMONTREE,Lemon Tree Hotels Limited,NSE
1067,,,,1067,LEXUS,Lexus Granito (India) Limited,NSE
1068,,,,1068,LFIC,Lakshmi Finance & Industrial Corporation Limited,NSE
1069,,,,1069,LGBBROSLTD,LG Balakrishnan & Bros Limited,NSE
1070,,,,1070,LGHL,Laxmi Goldorna House Limited,NSE
1071,,,,1071,LIBAS,Libas Consumer Products Limited,NSE
1072,,,,1072,LIBERTSHOE,Liberty Shoes Limited,NSE
1073,,,,1073,LICHSGFIN,LIC Housing Finance Limited,NSE
1074,,,,1074,LICI,Life Insurance Corporation Of India,NSE
1075,,,,1075,LIKHITHA,Likhitha Infrastructure Limited,NSE
1076,,,,1076,LINC,Linc Limited,NSE
1077,,,,1077,LINCOLN,Lincoln Pharmaceuticals Limited,NSE
1078,,,,1078,LINDEINDIA,Linde India Limited,NSE
1079,,,,1079,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE
1080,,,,1080,LLOYDSENT,Lloyds Enterprises Limited,NSE
1081,,,,1081,LLOYDSME,Lloyds Metals And Energy Limited,NSE
1082,,,,1082,LMW,LMW Limited,NSE
1083,,,,1083,LODHA,Macrotech Developers Limited,NSE
1084,,,,1084,LOKESHMACH,Lokesh Machines Limited,NSE
1085,,,,1085,LORDSCHLO,Lords Chloro Alkali Limited,NSE
1086,,,,1086,LOTUSEYE,Lotus Eye Hospital and Institute Limited,NSE
1087,,,,1087,LOVABLE,Lovable Lingerie Limited,NSE
1088,,,,1088,LOYALTEX,Loyal Textile Mills Limited,NSE
1089,,,,1089,LPDC,Landmark Property Development Company Limited,NSE
1090,,,,1090,LT,Larsen & Toubro Limited,NSE
1091,,,,1091,LTF,L&T Finance Limited,NSE
1092,,,,1092,LTFOODS,LT Foods Limited,NSE
1093,,,,1093,LTIM,LTIMindtree Limited,NSE
1094,,,,1094,LTTS,L&T Technology Services Limited,NSE
1095,,,,1095,LUMAXIND,Lumax Industries Limited,NSE
1096,,,,1096,LUMAXTECH,Lumax Auto Technologies Limited,NSE
1097,,,,1097,LUPIN,Lupin Limited,NSE
1098,,,,1098,LUXIND,Lux Industries Limited,NSE
1099,,,,1099,LXCHEM,Laxmi Organic Industries Limited,NSE
1100,,,,1100,LYKALABS,Lyka Labs Limited,NSE
1101,,,,1101,LYPSAGEMS,Lypsa Gems & Jewellery Limited,NSE
1102,,,,1102,M&M,Mahindra & Mahindra Limited,NSE
1103,,,,1103,M&MFIN,Mahindra & Mahindra Financial Services Limited,NSE
1104,,,,1104,MAANALU,Maan Aluminium Limited,NSE
1105,,,,1105,MACPOWER,Macpower CNC Machines Limited,NSE
1106,,,,1106,MADHAV,Madhav Marbles and Granites Limited,NSE
1107,,,,1107,MADHUCON,Madhucon Projects Limited,NSE
1108,,,,1108,MADRASFERT,Madras Fertilizers Limited,NSE
1109,,,,1109,MAGADSUGAR,Magadh Sugar & Energy Limited,NSE
1110,,,,1110,MAGNUM,Magnum Ventures Limited,NSE
1111,,,,1111,MAHABANK,Bank of Maharashtra,NSE
1112,,,,1112,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,NSE
1113,,,,1113,MAHASTEEL,Mahamaya Steel Industries Limited,NSE
1114,,,,1114,MAHEPC,Mahindra EPC Irrigation Limited,NSE
1115,,,,1115,MAHESHWARI,Maheshwari Logistics Limited,NSE
1116,,,,1116,MAHLIFE,Mahindra Lifespace Developers Limited,NSE
1117,,,,1117,MAHLOG,Mahindra Logistics Limited,NSE
1118,,,,1118,MAHSCOOTER,Maharashtra Scooters Limited,NSE
1119,,,,1119,MAHSEAMLES,Maharashtra Seamless Limited,NSE
1120,,,,1120,MAITHANALL,Maithan Alloys Limited,NSE
1121,,,,1121,MALLCOM,Mallcom (India) Limited,NSE
1122,,,,1122,MALUPAPER,Malu Paper Mills Limited,NSE
1123,,,,1123,MAMATA,Mamata Machinery Limited,NSE
1124,,,,1124,MANAKALUCO,Manaksia Aluminium Company Limited,NSE
1125,,,,1125,MANAKCOAT,Manaksia Coated Metals & Industries Limited,NSE
1126,,,,1126,MANAKSIA,Manaksia Limited,NSE
1127,,,,1127,MANAKSTEEL,Manaksia Steels Limited,NSE
1128,,,,1128,MANALIPETC,Manali Petrochemicals Limited,NSE
1129,,,,1129,MANAPPURAM,Manappuram Finance Limited,NSE
1130,,,,1130,MANBA,Manba Finance Limited,NSE
1131,,,,1131,MANCREDIT,Mangal Credit and Fincorp Limited,NSE
1132,,,,1132,MANGALAM,Mangalam Drugs And Organics Limited,NSE
1133,,,,1133,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,NSE
1134,,,,1134,MANGLMCEM,Mangalam Cement Limited,NSE
1135,,,,1135,MANINDS,Man Industries (India) Limited,NSE
1136,,,,1136,MANINFRA,Man Infraconstruction Limited,NSE
1137,,,,1137,MANKIND,Mankind Pharma Limited,NSE
1138,,,,1138,MANOMAY,Manomay Tex India Limited,NSE
1139,,,,1139,MANORAMA,Manorama Industries Limited,NSE
1140,,,,1140,MANORG,Mangalam Organics Limited,NSE
1141,,,,1141,MANUGRAPH,Manugraph India Limited,NSE
1142,,,,1142,MANYAVAR,Vedant Fashions Limited,NSE
1143,,,,1143,MAPMYINDIA,C.E. Info Systems Limited,NSE
1144,,,,1144,MARALOVER,Maral Overseas Limited,NSE
1145,,,,1145,MARATHON,Marathon Nextgen Realty Limited,NSE
1146,,,,1146,MARICO,Marico Limited,NSE
1147,,,,1147,MARINE,Marine Electricals (India) Limited,NSE
1148,,,,1148,MARKSANS,Marksans Pharma Limited,NSE
1149,,,,1149,MARSHALL,Marshall Machines Limited,NSE
1150,,,,1150,MARUTI,Maruti Suzuki India Limited,NSE
1151,,,,1151,MASFIN,MAS Financial Services Limited,NSE
1152,,,,1152,MASKINVEST,Mask Investments Limited,NSE
1153,,,,1153,MASTEK,Mastek Limited,NSE
1154,,,,1154,MASTERTR,Master Trust Limited,NSE
1155,,,,1155,MATRIMONY,Matrimony.Com Limited,NSE
1156,,,,1156,MAWANASUG,Mawana Sugars Limited,NSE
1157,,,,1157,MAXESTATES,Max Estates Limited,NSE
1158,,,,1158,MAXHEALTH,Max Healthcare Institute Limited,NSE
1159,,,,1159,MAXIND,Max India Limited,NSE
1160,,,,1160,MAYURUNIQ,Mayur Uniquoters Ltd,NSE
1161,,,,1161,MAZDA,Mazda Limited,NSE
1162,,,,1162,MAZDOCK,Mazagon Dock Shipbuilders Limited,NSE
1163,,,,1163,MBAPL,Madhya Bharat Agro Products Limited,NSE
1164,,,,1164,MBLINFRA,MBL Infrastructure Limited,NSE
1165,,,,1165,MCL,Madhav Copper Limited,NSE
1166,,,,1166,MCLEODRUSS,Mcleod Russel India Limited,NSE
1167,,,,1167,MCLOUD,Magellanic Cloud Limited,NSE
1168,,,,1168,MCX,Multi Commodity Exchange of India Limited,NSE
1169,,,,1169,MEDANTA,Global Health Limited,NSE
1170,,,,1170,MEDIASSIST,Medi Assist Healthcare Services Limited,NSE
1171,,,,1171,MEDICAMEQ,Medicamen Biotech Limited,NSE
1172,,,,1172,MEDICO,Medico Remedies Limited,NSE
1173,,,,1173,MEDPLUS,Medplus Health Services Limited,NSE
1174,,,,1174,MEGASOFT,Megasoft Limited,NSE
1175,,,,1175,MEGASTAR,Megastar Foods Limited,NSE
1176,,,,1176,MENONBE,Menon Bearings Limited,NSE
1177,,,,1177,MEP,MEP Infrastructure Developers Limited,NSE
1178,,,,1178,METROBRAND,Metro Brands Limited,NSE
1179,,,,1179,METROPOLIS,Metropolis Healthcare Limited,NSE
1180,,,,1180,MFML,Mahalaxmi Fabric Mills Limited,NSE
1181,,,,1181,MFSL,Max Financial Services Limited,NSE
1182,,,,1182,MGEL,Mangalam Global Enterprise Limited,NSE
1183,,,,1183,MGL,Mahanagar Gas Limited,NSE
1184,,,,1184,MHLXMIRU,Mahalaxmi Rubtech Limited,NSE
1185,,,,1185,MHRIL,Mahindra Holidays & Resorts India Limited,NSE
1186,,,,1186,MICEL,MIC Electronics Limited,NSE
1187,,,,1187,MIDHANI,Mishra Dhatu Nigam Limited,NSE
1188,,,,1188,MINDACORP,Minda Corporation Limited,NSE
1189,,,,1189,MINDTECK,Mindteck (India) Limited,NSE
1190,,,,1190,MIRCELECTR,MIRC Electronics Limited,NSE
1191,,,,1191,MIRZAINT,Mirza International Limited,NSE
1192,,,,1192,MITCON,MITCON Consultancy & Engineering Services Limited,NSE
1193,,,,1193,MITTAL,Mittal Life Style Limited,NSE
1194,,,,1194,MKPL,M K Proteins Limited,NSE
1195,,,,1195,MMFL,MM Forgings Limited,NSE
1196,,,,1196,MMP,MMP Industries Limited,NSE
1197,,,,1197,MMTC,MMTC Limited,NSE
1198,,,,1198,MOBIKWIK,One Mobikwik Systems Limited,NSE
1199,,,,1199,MODIRUBBER,Modi Rubber Limited,NSE
1200,,,,1200,MODISONLTD,MODISON LIMITED,NSE
1201,,,,1201,MODTHREAD,Modern Threads (India) Limited,NSE
1202,,,,1202,MOHITIND,Mohit Industries Limited,NSE
1203,,,,1203,MOIL,MOIL Limited,NSE
1204,,,,1204,MOKSH,Moksh Ornaments Limited,NSE
1205,,,,1205,MOL,Meghmani Organics Limited,NSE
1206,,,,1206,MOLDTECH,Mold-Tek Technologies Limited,NSE
1207,,,,1207,MOLDTKPAC,Mold-Tek Packaging Limited,NSE
1208,,,,1208,MONARCH,Monarch Networth Capital Limited,NSE
1209,,,,1209,MONTECARLO,Monte Carlo Fashions Limited,NSE
1210,,,,1210,MORARJEE,Morarjee Textiles Limited,NSE
1211,,,,1211,MOREPENLAB,Morepen Laboratories Limited,NSE
1212,,,,1212,MOSCHIP,Moschip Technologies Limited,NSE
1213,,,,1213,MOTHERSON,Samvardhana Motherson International Limited,NSE
1214,,,,1214,MOTILALOFS,Motilal Oswal Financial Services Limited,NSE
1215,,,,1215,MOTISONS,Motisons Jewellers Limited,NSE
1216,,,,1216,MOTOGENFIN,The Motor & General Finance Limited,NSE
1217,,,,1217,MPHASIS,MphasiS Limited,NSE
1218,,,,1218,MPSLTD,MPS Limited,NSE
1219,,,,1219,MRF,MRF Limited,NSE
1220,,,,1220,MRO-TEK,MRO-TEK Realty Limited,NSE
1221,,,,1221,MRPL,Mangalore Refinery and Petrochemicals Limited,NSE
1222,,,,1222,MSPL,MSP Steel & Power Limited,NSE
1223,,,,1223,MSTCLTD,Mstc Limited,NSE
1224,,,,1224,MSUMI,Motherson Sumi Wiring India Limited,NSE
1225,,,,1225,MTARTECH,Mtar Technologies Limited,NSE
1226,,,,1226,MTEDUCARE,MT Educare Limited,NSE
1227,,,,1227,MTNL,Mahanagar Telephone Nigam Limited,NSE
1228,,,,1228,MUFIN,Mufin Green Finance Limited,NSE
1229,,,,1229,MUFTI,Credo Brands Marketing Limited,NSE
1230,,,,1230,MUKANDLTD,Mukand Limited,NSE
1231,,,,1231,MUKKA,Mukka Proteins Limited,NSE
1232,,,,1232,MUKTAARTS,Mukta Arts Limited,NSE
1233,,,,1233,MUNJALAU,Munjal Auto Industries Limited,NSE
1234,,,,1234,MUNJALSHOW,Munjal Showa Limited,NSE
1235,,,,1235,MURUDCERA,Murudeshwar Ceramics Limited,NSE
1236,,,,1236,MUTHOOTCAP,Muthoot Capital Services Limited,NSE
1237,,,,1237,MUTHOOTFIN,Muthoot Finance Limited,NSE
1238,,,,1238,MUTHOOTMF,Muthoot Microfin Limited,NSE
1239,,,,1239,MVGJL,Manoj Vaibhav Gems N Jewellers Limited,NSE
1240,,,,1240,NACLIND,NACL Industries Limited,NSE
1241,,,,1241,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,NSE
1242,,,,1242,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,NSE
1243,,,,1243,NAGREEKEXP,Nagreeka Exports Limited,NSE
1244,,,,1244,NAHARCAP,Nahar Capital and Financial Services Limited,NSE
1245,,,,1245,NAHARINDUS,Nahar Industrial Enterprises Limited,NSE
1246,,,,1246,NAHARPOLY,Nahar Poly Films Limited,NSE
1247,,,,1247,NAHARSPING,Nahar Spinning Mills Limited,NSE
1248,,,,1248,NAM-INDIA,Nippon Life India Asset Management Limited,NSE
1249,,,,1249,NARMADA,Narmada Agrobase Limited,NSE
1250,,,,1250,NATCAPSUQ,Natural Capsules Limited,NSE
1251,,,,1251,NATCOPHARM,Natco Pharma Limited,NSE
1252,,,,1252,NATHBIOGEN,Nath Bio-Genes (India) Limited,NSE
1253,,,,1253,NATIONALUM,National Aluminium Company Limited,NSE
1254,,,,1254,NAUKRI,Info Edge (India) Limited,NSE
1255,,,,1255,NAVA,NAVA LIMITED,NSE
1256,,,,1256,NAVINFLUOR,Navin Fluorine International Limited,NSE
1257,,,,1257,NAVKARCORP,Navkar Corporation Limited,NSE
1258,,,,1258,NAVKARURB,Navkar Urbanstructure Limited,NSE
1259,,,,1259,NAVNETEDUL,Navneet Education Limited,NSE
1260,,,,1260,NAZARA,Nazara Technologies Limited,NSE
1261,,,,1261,NBCC,NBCC (India) Limited,NSE
1262,,,,1262,NBIFIN,N. B. I. Industrial Finance Company Limited,NSE
1263,,,,1263,NCC,NCC Limited,NSE
1264,,,,1264,NCLIND,NCL Industries Limited,NSE
1265,,,,1265,NDGL,Naga Dhunseri Group Limited,NSE
1266,,,,1266,NDL,Nandan Denim Limited,NSE
1267,,,,1267,NDLVENTURE,NDL Ventures Limited,NSE
1268,,,,1268,NDRAUTO,Ndr Auto Components Limited,NSE
1269,,,,1269,NDTV,New Delhi Television Limited,NSE
1270,,,,1270,NECCLTD,North Eastern Carrying Corporation Limited,NSE
1271,,,,1271,NECLIFE,Nectar Lifesciences Limited,NSE
1272,,,,1272,NELCAST,Nelcast Limited,NSE
1273,,,,1273,NELCO,NELCO Limited,NSE
1274,,,,1274,NEOGEN,Neogen Chemicals Limited,NSE
1275,,,,1275,NESCO,Nesco Limited,NSE
1276,,,,1276,NESTLEIND,Nestle India Limited,NSE
1277,,,,1277,NETWEB,Netweb Technologies India Limited,NSE
1278,,,,1278,NETWORK18,Network18 Media & Investments Limited,NSE
1279,,,,1279,NEULANDLAB,Neuland Laboratories Limited,NSE
1280,,,,1280,NEWGEN,Newgen Software Technologies Limited,NSE
1281,,,,1281,NEXTMEDIA,Next Mediaworks Limited,NSE
1282,,,,1282,NFL,National Fertilizers Limited,NSE
1283,,,,1283,NGIL,Nakoda Group of Industries Limited,NSE
1284,,,,1284,NGLFINE,NGL Fine-Chem Limited,NSE
1285,,,,1285,NH,Narayana Hrudayalaya Ltd.,NSE
1286,,,,1286,NHPC,NHPC Limited,NSE
1287,,,,1287,NIACL,The New India Assurance Company Limited,NSE
1288,,,,1288,NIBE,NIBE Limited,NSE
1289,,,,1289,NIBL,NRB Industrial Bearings Limited,NSE
1290,,,,1290,NIITLTD,NIIT Limited,NSE
1291,,,,1291,NIITMTS,NIIT Learning Systems Limited,NSE
1292,,,,1292,NILAINFRA,Nila Infrastructures Limited,NSE
1293,,,,1293,NILASPACES,Nila Spaces Limited,NSE
1294,,,,1294,NILKAMAL,Nilkamal Limited,NSE
1295,,,,1295,NINSYS,NINtec Systems Limited,NSE
1296,,,,1296,NIPPOBATRY,Indo-National Limited,NSE
1297,,,,1297,NIRAJ,Niraj Cement Structurals Limited,NSE
1298,,,,1298,NIRAJISPAT,Niraj Ispat Industries Limited,NSE
1299,,,,1299,NITCO,Nitco Limited,NSE
1300,,,,1300,NITINSPIN,Nitin Spinners Limited,NSE
1301,,,,1301,NITIRAJ,Nitiraj Engineers Limited,NSE
1302,,,,1302,NIVABUPA,Niva Bupa Health Insurance Company Limited,NSE
1303,,,,1303,NKIND,NK Industries Limited,NSE
1304,,,,1304,NLCINDIA,NLC India Limited,NSE
1305,,,,1305,NMDC,NMDC Limited,NSE
1306,,,,1306,NOCIL,NOCIL Limited,NSE
1307,,,,1307,NOIDATOLL,Noida Toll Bridge Company Limited,NSE
1308,,,,1308,NORBTEAEXP,Norben Tea & Exports Limited,NSE
1309,,,,1309,NORTHARC,Northern Arc Capital Limited,NSE
1310,,,,1310,NOVAAGRI,Nova Agritech Limited,NSE
1311,,,,1311,NRAIL,N R Agarwal Industries Limited,NSE
1312,,,,1312,NRBBEARING,NRB Bearing Limited,NSE
1313,,,,1313,NRL,Nupur Recyclers Limited,NSE
1314,,,,1314,NSIL,Nalwa Sons Investments Limited,NSE
1315,,,,1315,NSLNISP,NMDC Steel Limited,NSE
1316,,,,1316,NTPC,NTPC Limited,NSE
1317,,,,1317,NTPCGREEN,NTPC Green Energy Limited,NSE
1318,,,,1318,NUCLEUS,Nucleus Software Exports Limited,NSE
1319,,,,1319,NURECA,Nureca Limited,NSE
1320,,,,1320,NUVAMA,Nuvama Wealth Management Limited,NSE
1321,,,,1321,NUVOCO,Nuvoco Vistas Corporation Limited,NSE
1322,,,,1322,NYKAA,FSN E-Commerce Ventures Limited,NSE
1323,,,,1323,OAL,Oriental Aromatics Limited,NSE
1324,,,,1324,OBCL,Orissa Bengal Carrier Limited,NSE
1325,,,,1325,OBEROIRLTY,Oberoi Realty Limited,NSE
1326,,,,1326,OCCL,Oriental Carbon & Chemicals Limited,NSE
1327,,,,1327,OCCLLTD,OCCL Limited,NSE
1328,,,,1328,ODIGMA,Odigma Consultancy Solutions Limited,NSE
1329,,,,1329,OFSS,Oracle Financial Services Software Limited,NSE
1330,,,,1330,OIL,Oil India Limited,NSE
1331,,,,1331,OILCOUNTUB,Oil Country Tubular Limited,NSE
1332,,,,1332,OLAELEC,Ola Electric Mobility Limited,NSE
1333,,,,1333,OLECTRA,Olectra Greentech Limited,NSE
1334,,,,1334,OMAXAUTO,Omax Autos Limited,NSE
